,code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
1422,sz000893,东凌国际,食品,广东,1072.33,39207.01,75690.32,548918.69,125030.95,67570.42,377074.88,4.98,0.003,5.66,2.22,19981224
1423,sz000852,石化机械,化工机械,湖北,0.0,59815.76,59815.76,723196.75,561276.94,135970.16,108521.55,1.81,0.158,4.09,2.85,19981126
1424,sz000835,长城动漫,影视音像,四川,0.0,30289.5,32676.03,144450.22,37819.94,16615.17,10362.99,0.32,0.059,1.34,9.84,19990625
1425,sz000818,方大化工,化工原料,辽宁,121.45,68000.0,68000.0,254541.05,51160.73,138813.55,124888.92,1.84,0.014,3.11,2.11,19971017
1426,sz000806,银河生物,生物制药,广西,0.0,69844.82,109991.17,267921.84,177678.3,36876.28,104575.17,0.95,0.011,1.82,10.7,19980416
1427,sz000803,金宇车城,纺织,四川,0.0,9769.28,12773.08,48047.14,41711.46,719.84,2009.93,0.16,0.06,0.86,24.65,19980303
1428,sz000802,北京文化,旅游服务,北京,0.0,37798.28,70625.02,421849.25,348385.69,20441.24,55995.03,0.79,0.06,2.69,8.73,19980108
1429,sz000800,一汽轿车,汽车整车,吉林,0.0,141175.41,162750.0,1721105.0,805260.38,543983.13,248890.22,1.53,0.26,5.09,2.17,19970618
1430,sz000776,广发证券,证券,广东,18.04,591929.13,762108.75,37114392.0,0.0,90865.75,3186405.25,4.18,0.237,10.19,1.68,19970611
1431,sz000767,漳泽电力,火力发电,山西,0.0,225372.91,225373.78,3342969.25,489790.0,2143535.0,228225.75,1.01,0.085,2.48,1.48,19970609
1432,sz000757,浩物股份,汽车配件,四川,164.15,36633.07,45162.12,86676.96,43274.67,17465.4,83475.13,1.85,0.016,1.23,8.61,19970627
1433,sz000755,山西三维,化工原料,山西,0.0,46925.58,46926.46,564292.81,153232.13,377134.97,112936.02,2.41,0.303,2.28,4.05,19970627
1434,sz000728,国元证券,证券,安徽,38.38,196410.0,196410.0,6614944.5,0.0,144769.59,987559.19,5.03,0.109,10.05,1.66,19970616
1435,sz000720,新能泰山,火力发电,山东,66.87,86345.92,86346.0,535458.88,99930.28,366174.66,29602.63,0.34,0.025,1.12,6.04,19970509
1436,sz000718,苏宁环球,区域地产,吉林,454.47,191049.09,303463.63,2492380.75,2351877.75,15554.24,335718.75,1.11,0.007,3.01,4.35,19970408
1437,sz000710,天兴仪表,汽车配件,四川,0.0,15120.0,15120.0,51018.84,21957.35,6864.12,4631.55,0.31,0.006,0.77,28.63,19970422
1438,sz000702,正虹科技,饲料,湖南,0.0,26663.32,26663.46,69290.53,29098.25,28477.51,18257.84,0.68,0.03,1.66,7.97,19970318
1439,sz000693,ST华泽,小金属,四川,0.0,25820.75,54349.19,539891.81,465645.34,35566.23,3052.87,0.06,0.037,2.27,5.5,19970226
1440,sz000690,宝新能源,火力发电,广东,23.23,171823.88,217588.78,956348.88,146820.77,393810.63,32908.73,0.15,0.09,3.01,2.28,19970128
1441,sz000671,阳 光 城,区域地产,福建,48.92,326542.69,404819.28,7249678.5,7028941.0,20765.67,362575.63,0.9,0.031,3.04,1.98,19961218
1442,sz000651,格力电器,家用电器,广东,8.43,597211.75,601573.06,17227868.0,12877899.0,1564526.5,18595.06,0.03,0.525,8.43,2.1,19961118
1443,sz000639,西王食品,食品,山东,29.67,37664.57,45453.05,224019.34,138961.45,51763.51,64573.03,1.42,0.119,4.17,3.39,19961126
1444,sz000638,万方发展,批发业,辽宁,236.36,30940.0,30940.0,256479.77,247143.77,106.35,9254.03,0.3,0.029,0.71,39.0,19961126
1445,sz000636,风华高科,元器件,广东,65.3,75048.17,89523.31,639076.06,301419.09,159479.27,241847.41,2.7,0.034,5.05,1.75,19961129
1446,sz000633,*ST合金,综合类,辽宁,0.0,33245.94,38510.64,20831.75,8257.33,10982.24,4787.01,0.12,0.025,0.38,27.24,19961112
1447,sz000629,*ST钒钛,普钢,四川,128.74,476729.66,858974.63,5676574.0,756820.63,2802296.5,561103.63,0.65,0.005,1.0,2.39,19961115
1448,sz000625,长安汽车,汽车整车,重庆,6.15,338752.28,466288.63,9478761.0,5383208.0,1363044.75,322748.94,0.69,0.573,7.94,1.78,19970610
1449,sz000619,海螺型材,其他建材,安徽,97.21,36000.0,36000.0,391776.28,210002.02,154947.45,44097.85,1.22,0.029,6.78,1.68,19961023
1450,sz000617,*ST济柴,机械基件,山东,0.0,28753.91,28753.91,215768.27,145533.88,54068.86,4238.56,0.15,0.139,1.69,7.62,19961022
1451,sz000613,大东海A,旅游服务,海南,903.15,26564.56,36410.0,10668.05,2412.32,5041.43,5414.27,0.15,0.004,0.22,66.75,19970128
1452,sz000610,西安旅游,旅游服务,陕西,0.0,23513.59,23674.78,126173.36,84456.15,21709.81,39470.71,1.67,0.033,3.29,3.91,19960926
1453,sz000608,阳光股份,区域地产,广西,0.0,74977.93,74991.32,1018847.69,370596.31,2918.7,51115.2,0.68,0.057,4.36,1.21,19960919
1454,sz000582,北部湾港,港口,广西,41.46,26395.51,95404.57,1228492.5,216858.05,790232.44,277389.38,2.91,0.098,6.34,2.57,19951102
1455,sz000571,新大洲Ａ,煤炭开采,海南,59.73,73568.32,81406.39,508760.69,116886.85,64597.66,64709.48,0.79,0.024,2.73,2.09,19940525
1456,sz000565,渝三峡Ａ,染料涂料,重庆,91.58,43359.21,43359.21,122853.97,67406.52,23087.92,7218.67,0.17,0.028,1.82,5.58,19940408
1457,sz000553,沙隆达Ａ,农药化肥,湖北,197.81,36390.26,59392.32,305368.59,107616.72,162821.52,26306.34,0.44,0.013,3.55,3.01,19931203
1458,sz000547,航天发展,通信设备,福建,111.62,83482.57,142962.89,680735.5,392621.69,23668.38,457493.0,3.2,0.034,3.74,4.1,19931130
1459,sz000546,金圆股份,水泥,吉林,0.0,27364.75,59843.94,452042.31,158518.92,241245.66,61399.03,1.03,0.033,3.07,3.43,19931215
1460,sz000539,粤电力Ａ,火力发电,广东,61.2,255390.92,525028.38,7146916.0,1082047.13,4337781.0,500709.84,0.95,0.021,4.53,1.13,19931126
1461,sz000537,广宇发展,区域地产,天津,16.43,51270.33,51271.76,1017502.69,968737.88,269.48,8667.44,0.17,0.122,3.93,2.04,19931210
1462,sz000524,岭南控股,酒店餐饮,广东,134.96,26967.16,26967.38,82110.27,14362.35,33623.4,20164.96,0.75,0.024,2.25,5.81,19931118
1463,sz000517,荣安地产,区域地产,浙江,1468.87,303545.47,318392.25,838481.06,737521.94,521.89,169140.3,0.53,0.001,1.14,4.25,19930806
1464,sz000511,*ST烯碳,矿物制品,辽宁,3816.35,115482.22,115483.2,357170.72,270692.88,214.24,6361.47,0.06,0.001,1.24,7.17,19930518
1465,sz000505,*ST珠江,房产服务,海南,0.0,36044.53,42674.53,175963.27,117177.27,40238.39,33469.07,0.78,0.09,0.6,16.42,19921221
1466,sz000504,*ST生物,出版业,湖南,0.0,31067.32,31157.39,11639.21,5541.33,3401.09,8512.57,0.27,0.015,0.07,220.2,19921208
1467,sz000498,山东路桥,建筑施工,山东,0.0,35417.01,112013.9,937920.88,855495.5,40393.12,55661.8,0.5,0.002,2.71,2.23,19970609
1468,sz000415,渤海金控,多元金融,新疆,48.98,311558.59,618452.13,17735620.0,3505537.5,9039154.0,1712279.63,2.77,0.035,4.4,1.55,19960716
1469,sz000409,山东地矿,普钢,山东,218.75,35774.78,47270.92,558582.31,188131.81,95811.68,46365.14,0.98,0.012,2.4,4.24,19960627
1470,sz000407,胜利股份,供气供热,山东,27.75,66144.9,88008.46,438545.94,183688.77,73699.31,49479.98,0.56,0.07,2.39,2.81,19960703
1471,sz000401,冀东水泥,水泥,河北,0.0,134718.84,134752.3,4144367.5,948354.81,2412080.25,492161.81,3.65,0.597,6.77,1.61,19960614
1472,sz000159,国际实业,石油贸易,新疆,0.0,48113.92,48113.92,292613.91,184629.13,22813.49,37429.85,0.78,0.051,4.45,1.71,20000926
1473,sz000100,TCL 集团,家用电器,广东,39.37,899377.63,1221368.13,12442896.0,6246454.0,2596865.0,506218.09,0.41,0.021,2.02,1.67,20040130
1474,sz000069,华侨城Ａ,旅游景点,深圳,22.67,611918.5,820568.13,11954835.0,8583135.0,1494226.0,584301.0,0.71,0.073,4.68,1.42,19970910
1475,sz000046,泛海控股,全国地产,北京,71.62,454988.69,519620.06,13455058.0,11091765.0,72372.21,621321.0,1.2,0.035,3.14,3.22,19940912
1476,sz000043,中航地产,全国地产,深圳,0.0,66678.07,66696.14,2397867.0,1474312.0,13717.19,56232.3,0.84,0.235,5.7,1.5,19940928
1477,sz000037,*ST南电A,火力发电,深圳,0.0,33889.51,60276.26,470863.34,289863.59,163956.75,36277.09,0.6,0.077,0.98,12.77,19940701
1478,sz000018,神州长城,装修装饰,深圳,67.46,37815.96,169824.5,448712.41,424181.75,4265.18,5036.77,0.03,0.045,0.8,15.18,19920616
1479,sz000017,深中华A,文教休闲,深圳,10165.83,30297.88,55134.78,6287.66,5824.37,96.7,62783.43,1.14,0.0,0.02,499.44,19920331
1480,sz000007,全新好,酒店餐饮,深圳,179.22,20579.34,23096.53,55809.76,30773.88,7165.6,42324.12,1.83,0.033,1.63,14.56,19920413
1481,sz000004,国农科技,生物制药,深圳,0.0,8296.19,8397.66,41094.76,33974.98,3687.26,66.48,0.01,0.028,0.94,39.09,19910114
1482,sz300457,赢合科技,专用机械,深圳,104.98,5308.74,11700.0,123204.06,72314.11,17703.39,18817.89,1.61,0.185,4.5,17.21,20150514
1483,sz000503,海虹控股,医疗保健,海南,0.0,89882.21,89882.21,143955.88,112272.77,6916.88,2317.08,0.03,0.029,1.5,28.58,19921130
1484,sz300357,我武生物,生物制药,浙江,54.54,7098.16,16160.0,63960.32,50597.26,8538.58,18170.96,1.12,0.176,3.78,10.16,20140121
1485,sz002537,海立美达,汽车整车,山东,67.44,30000.0,30000.0,285328.66,139977.17,73631.63,77938.13,2.6,0.111,5.02,5.94,20110110
1486,sz300009,安科生物,生物制药,安徽,109.58,32275.32,53022.3,143820.63,45931.35,31709.46,31555.24,0.6,0.066,2.25,12.95,20091030
1487,sz300378,鼎捷软件,软件服务,上海,0.0,14534.51,26096.99,157843.27,100783.21,8936.45,61164.73,2.34,0.025,4.29,6.68,20140127
1488,sh600785,新华百货,百货,宁夏,26.48,20743.13,22563.13,434253.41,199489.25,138637.52,31487.01,1.4,0.244,8.47,3.05,19970108
1489,sh600647,同达创业,综合类,上海,1466.7,13914.36,13914.36,53209.07,41500.7,2014.73,68.08,0.0,0.004,1.95,12.68,19930504
1490,sz000712,锦龙股份,多元金融,广东,61.85,84650.0,89600.0,2143039.0,1689017.25,5842.66,71395.3,0.8,0.084,3.85,5.4,19970415
1491,sh600107,美尔雅,服饰,湖北,0.0,36000.0,36000.0,129438.22,84112.42,16324.54,15956.38,0.44,0.012,1.45,13.82,19971106
1492,sh600551,时代出版,出版业,安徽,22.4,50582.53,50582.53,663270.5,475937.94,74137.72,134488.38,2.66,0.223,8.49,2.35,20020905
1493,sz002475,立讯精密,元器件,深圳,46.6,186973.16,188621.5,1150071.25,667266.5,279314.19,190415.22,1.01,0.106,3.04,6.47,20100915
1494,sh600999,招商证券,证券,深圳,25.13,480309.97,580813.56,25263370.0,0.0,43902.65,1940387.75,3.34,0.174,8.27,2.11,20091117
1495,sh600180,瑞茂通,仓储物流,山东,29.73,88254.89,101647.75,1451863.38,1322301.5,2385.56,150383.38,1.48,0.141,4.21,3.98,19980703
1496,sz300505,川金诺,化工原料,云南,267.99,2335.0,9336.0,74918.81,49786.01,21816.11,27733.4,2.97,0.08,6.09,10.58,20160315
1497,sz002394,联发股份,纺织,江苏,21.53,32370.0,32370.0,448010.31,231636.72,140724.0,96356.81,2.98,0.18,8.37,1.85,20100423
1498,sz300267,尔康制药,化学制药,湖南,45.79,114100.97,205672.2,489430.59,289895.31,127219.67,195353.13,0.95,0.082,2.12,7.07,20110927
1499,sh600201,生物股份,生物制药,内蒙,22.21,56894.35,57282.98,277320.5,177756.02,39621.31,5258.81,0.09,0.34,3.95,7.52,19990115
1500,sh600857,宁波中百,百货,浙江,63.49,22431.99,22431.99,78216.61,40100.26,12500.62,6507.8,0.29,0.058,2.77,5.28,19940425
1501,sz300155,安居宝,元器件,广东,0.0,26673.64,54690.0,136469.23,95682.11,22719.57,37337.62,0.68,0.022,2.06,7.01,20110107
1502,sh600827,百联股份,超市连锁,上海,13.56,154277.75,178416.81,4164308.5,1736288.38,1237397.88,235372.13,1.32,0.228,8.85,1.4,19940204
1503,sz000708,大冶特钢,特种钢,湖北,24.08,44940.85,44940.85,509700.19,228348.47,208523.77,48565.34,1.08,0.126,7.91,1.54,19970326
1504,sh600519,贵州茅台,白酒,贵州,20.36,125619.78,125619.78,9069045.0,6911379.0,1148588.0,137496.44,1.09,3.892,54.78,5.78,20010827
1505,sz000878,云南铜业,铜,云南,0.0,141639.2,141639.88,2511228.0,1276951.38,750071.44,439830.41,3.11,0.06,3.86,2.93,19980602
1506,sh600230,*ST沧大,农药化肥,河北,0.0,29418.82,29418.82,388416.84,77006.03,259637.75,64217.56,2.18,0.217,3.64,3.02,20000406
1507,sh600469,风神股份,汽车配件,河南,23.76,56241.32,56241.32,684113.88,325137.59,311397.0,79476.9,1.41,0.114,5.38,2.0,20031021
1508,sz300193,佳士科技,专用机械,深圳,101.74,36111.0,50836.64,234414.52,186909.42,38206.07,127061.5,2.5,0.026,3.96,2.72,20110322
1509,sz002487,大金重工,钢加工,辽宁,58.87,54000.0,54000.0,242617.95,155207.55,36585.23,76019.75,1.41,0.039,3.06,3.02,20101015
1510,sh600287,江苏舜天,商贸代理,江苏,47.54,43679.6,43679.6,324072.91,222152.47,32623.77,19345.4,0.44,0.048,2.91,3.16,20000901
1511,sh600736,苏州高新,园区开发,江苏,33.85,113895.09,119429.29,2164056.75,1760421.25,156929.02,176804.19,1.48,0.08,4.19,2.16,19960815
1512,sz002086,东方海洋,渔业,山东,779.6,47561.71,68770.0,362450.84,176475.42,131839.5,192952.48,2.81,0.003,4.08,2.22,20061128
1513,sz002138,顺络电子,元器件,深圳,43.88,67548.32,74093.88,345451.0,117041.26,178837.02,87899.0,1.19,0.102,3.35,5.35,20070613
1514,sz002359,齐星铁塔,钢加工,山东,446.21,38333.25,41680.0,138286.94,81962.63,45245.43,45576.28,1.09,0.015,2.27,11.78,20100210
1515,sz000600,建投能源,火力发电,河北,6.07,109004.4,179162.64,2635101.5,370558.94,1451399.63,440487.59,2.46,0.365,6.27,1.41,19960606
1516,sz002334,英威腾,电气设备,深圳,381.77,52637.87,74886.64,216583.02,162292.91,19463.72,28703.98,0.38,0.006,2.27,3.89,20100113
1517,sz002270,法因数控,电气设备,山东,74.01,13948.91,50615.94,200876.5,144791.63,36643.51,95518.53,1.89,0.06,3.37,5.25,20080905
1518,sz000001,平安银行,银行,深圳,6.19,1463118.0,1717041.13,268115504.0,0.0,465000.0,5932600.0,3.46,0.354,10.92,0.8,19910403
1519,sz002673,西部证券,证券,陕西,64.82,279556.97,279556.97,5409019.5,0.0,18872.88,544138.06,1.95,0.099,4.37,5.87,20120503
1520,sh600858,银座股份,百货,山东,21.86,51754.8,52006.66,1200208.0,335168.41,455989.44,96548.25,1.86,0.096,5.84,1.44,19940506
1521,sz002205,国统股份,其他建材,新疆,0.0,11615.2,11615.2,159314.3,106666.27,41245.34,52237.48,4.5,0.109,7.66,3.29,20080123
1522,sz300314,戴维医疗,医疗保健,浙江,97.79,12770.86,28800.0,76832.03,48392.55,7801.92,17553.43,0.61,0.063,2.49,9.87,20120508
1523,sh600098,广州发展,火力发电,广东,32.69,272619.66,272619.66,3511670.75,844751.19,1581891.63,382597.28,1.4,0.061,5.47,1.47,19970718
1524,sh601318,中国平安,保险,深圳,7.05,1083266.5,1828024.13,500699296.0,0.0,3292900.0,12190100.0,6.67,1.16,19.02,1.68,20070301
1525,sh600312,平高电气,电气设备,河南,33.12,81896.61,113748.54,1185847.25,808043.25,203358.25,302354.59,2.66,0.12,5.51,2.88,20010221
1526,sh601901,方正证券,证券,湖南,19.03,628985.06,823210.13,16380253.0,0.0,45708.01,1642602.88,2.0,0.103,4.27,1.84,20110810
1527,sh601566,九牧王,服饰,福建,17.55,57463.71,57463.71,544600.81,302178.13,64380.71,257579.72,4.48,0.223,7.66,2.05,20110530
1528,sh600268,国电南自,电气设备,江苏,0.0,63524.64,63524.64,1063589.5,717407.19,141814.56,96484.11,1.52,0.182,2.8,2.74,19991118
1529,sh600716,凤凰股份,区域地产,江苏,1629.35,74060.06,93606.06,1089505.75,1006715.19,1440.33,147961.44,1.58,0.001,3.69,2.08,19960702
1530,sh601166,兴业银行,银行,福建,4.64,1905233.63,1905233.63,547078272.0,0.0,1129500.0,5086100.0,2.67,0.824,15.95,0.96,20070205
1531,sz300123,太阳鸟,船舶,湖南,0.0,27409.63,28516.63,176433.61,85935.68,43884.5,43748.76,1.53,0.03,3.23,4.59,20100928
1532,sz000731,四川美丰,农药化肥,四川,0.0,59148.42,59148.42,498525.31,182886.7,235462.72,64085.73,1.08,0.008,4.58,1.61,19970617
1533,sz300481,濮阳惠成,化工原料,河南,159.04,7294.0,16000.0,47890.15,26177.7,12272.88,15946.2,1.0,0.081,2.78,18.41,20150630
1534,sz000721,西安饮食,酒店餐饮,陕西,0.0,43562.41,49905.58,108228.47,39893.96,34296.17,5551.46,0.11,0.025,1.3,5.56,19970430
1535,sh600791,京能置业,全国地产,北京,622.85,45231.37,45288.0,522709.59,480499.81,1619.6,13215.23,0.29,0.003,3.32,2.15,19970130
1536,sh600720,祁连山,水泥,甘肃,0.0,77616.27,77629.03,1070805.38,241280.27,690362.69,134024.63,1.73,0.248,5.86,1.2,19960716
1537,sz002141,蓉胜超微,元器件,广东,3927.47,18188.8,32418.75,56150.78,34622.55,19073.1,6128.31,0.19,0.002,1.7,20.56,20070720
1538,sh600125,铁龙物流,铁路,辽宁,42.22,130552.18,130552.18,748666.69,451967.5,234991.16,15779.55,0.12,0.041,3.76,1.84,19980511
1539,sh600611,大众交通,公共交通,上海,43.76,156331.64,236412.28,1518709.63,604496.19,184624.31,63415.55,0.27,0.039,3.76,1.82,19920807
1540,sz002133,广宇集团,全国地产,浙江,2938.62,60150.46,77414.4,895018.13,832844.44,1919.65,82897.13,1.07,0.001,3.52,1.9,20070427
1541,sz002159,三特索道,旅游景点,湖北,0.0,13388.25,13866.66,221402.42,32413.43,81598.6,54215.92,3.91,0.121,6.79,3.93,20070817
1542,sz002112,三变科技,电气设备,浙江,1523.24,18115.81,20160.0,144469.0,106018.67,21799.1,6915.07,0.34,0.004,2.41,10.93,20070208
1543,sh600806,*ST昆机,机床制造,云南,0.0,39018.62,53108.1,272528.63,169157.44,48909.87,1976.5,0.04,0.05,1.62,3.96,19940103
1544,sz002557,洽洽食品,食品,安徽,26.21,50700.0,50700.0,437661.44,301277.97,96282.34,158793.94,3.13,0.184,5.81,3.32,20110302
1545,sz000761,本钢板材,钢加工,辽宁,120.54,273600.0,313600.0,4768528.0,2136624.25,1957216.75,911484.63,2.91,0.013,3.82,1.65,19980115
1546,sz000014,沙河股份,全国地产,深圳,0.0,20170.51,20170.51,218849.13,200005.77,2004.78,996.57,0.05,0.024,3.52,5.36,19920602
1547,sz002583,海能达,通信设备,深圳,0.0,84012.63,153769.94,448875.34,266730.0,101870.56,7198.35,0.05,0.046,1.44,8.45,20110527
1548,sh600550,保变电气,电气设备,河北,176.16,137299.09,153460.7,872532.38,592653.0,104540.61,315411.22,2.06,0.009,0.21,29.49,20010228
1549,sz002551,尚荣医疗,医疗保健,深圳,56.6,26864.88,44407.3,314207.91,227592.84,23317.32,61063.63,1.38,0.106,3.42,7.01,20110225
1550,sh600428,中远航运,水运,广东,3442.17,169044.64,214665.06,2044791.63,505216.59,1274699.38,428154.0,1.99,0.0,4.25,1.38,20020418
1551,sh601788,光大证券,证券,上海,28.74,341800.0,390669.88,19143820.0,0.0,87740.3,1709669.75,4.38,0.153,10.22,1.72,20090818
1552,sz300479,神思电子,软件服务,山东,503.31,8710.0,16000.0,49092.3,39764.98,7223.0,16143.97,1.01,0.02,2.55,15.99,20150612
1553,sz002008,大族激光,电器仪表,深圳,53.92,98775.5,106343.34,800854.5,499825.06,129404.52,78605.6,0.74,0.108,4.53,5.15,20040625
1554,sh600080,金花股份,中成药,陕西,291.64,30529.58,30529.58,125824.7,47669.87,37185.4,25259.85,0.83,0.01,3.43,3.38,19970612
1555,sh603011,合锻智能,机床制造,安徽,118.04,21170.0,39650.0,175685.45,83085.86,27454.4,60866.63,1.54,0.025,2.54,4.56,20141107
1556,sz002478,常宝股份,普钢,江苏,40.64,29495.49,40010.0,391214.38,228284.77,110180.31,109171.5,2.73,0.071,7.48,1.54,20100921
1557,sh600978,XD宜华生,家居用品,广东,32.12,148287.0,148287.0,1316951.88,746071.56,268107.06,245922.92,1.66,0.089,4.7,2.44,20040824
1558,sz300005,探路者,服饰,北京,35.19,34864.39,59411.39,265428.5,165862.13,22964.1,18431.35,0.31,0.121,2.85,5.96,20091030
1559,sh600598,北大荒,种植业,黑龙江,56.92,177767.98,177767.98,871985.63,421419.19,381404.03,242022.13,1.36,0.048,3.22,3.43,20020329
1560,sh600793,ST宜纸,造纸,四川,0.0,10530.0,10530.0,333237.78,36409.5,56217.26,10537.1,1.0,0.116,0.36,61.34,19970220
1561,sz300150,世纪瑞尔,软件服务,北京,1058.4,35772.85,54000.0,162934.38,146237.11,2512.63,72866.55,1.35,0.003,2.8,3.88,20101222
1562,sh600602,云赛智联,软件服务,上海,117.31,87957.25,132683.52,449556.69,286462.38,29482.52,142782.02,1.08,0.023,2.5,4.32,19901219
1563,sz000598,兴蓉环境,水务,四川,17.84,298621.88,298621.88,1455820.63,327943.25,551102.75,177996.69,0.6,0.076,2.78,1.94,19960529
1564,sh600681,百川能源,供气供热,湖北,44.49,24802.69,96415.75,267237.0,149236.06,77788.28,45745.7,0.47,0.1,1.68,6.38,19931018
1565,sh600031,三一重工,工程机械,湖南,110.24,759370.63,761650.38,6290982.0,3813780.5,1568121.13,158697.91,0.21,0.012,3.11,1.68,20030703
1566,sh601179,中国西电,电气设备,陕西,28.6,435700.0,512588.25,3199395.0,2390601.25,487613.81,1148655.38,2.24,0.045,3.64,1.42,20100128
1567,sz002532,新界泵业,农用机械,浙江,44.95,22887.33,32127.0,173036.31,68210.36,49550.12,39163.76,1.22,0.086,3.85,4.01,20101231
1568,sh600657,信达地产,全国地产,北京,0.0,152426.05,152426.05,5362477.5,4744345.0,7414.62,154276.23,1.01,0.098,5.43,0.94,19930524
1569,sh603167,渤海轮渡,水运,山东,9.73,48140.0,48140.0,385319.5,47455.75,320847.81,106257.17,2.21,0.262,6.12,1.67,20120906
1570,sh600726,华电能源,火力发电,黑龙江,5.79,153467.52,196667.52,2436581.75,350560.66,1574974.75,150095.36,0.76,0.22,1.85,2.75,19960701
1571,sh600015,华夏银行,银行,北京,6.04,1068557.25,1068557.25,209445696.0,0.0,1111400.0,2876200.0,2.69,0.415,13.29,0.75,20030912
1572,sh603227,雪峰科技,化工原料,新疆,0.0,21077.0,32935.0,274323.75,146459.36,91371.65,65637.28,1.99,0.012,3.69,5.31,20150515
1573,sh600881,亚泰集团,水泥,吉林,0.0,189473.2,259994.56,5211699.5,2776490.0,1261577.5,614034.31,2.36,0.062,4.33,1.13,19951115
1574,sz002018,华信国际,农药化肥,安徽,113.61,227782.75,227782.75,598710.69,454155.31,20555.59,117346.07,0.52,0.021,1.29,7.53,20040713
1575,sh600743,华远地产,区域地产,北京,58.1,181766.09,181766.09,2493762.25,2404120.0,8742.11,4000.0,0.02,0.021,2.43,2.0,19960909
1576,sz000778,新兴铸管,钢加工,河北,112.98,364293.44,364330.75,5098093.0,2285053.5,1693155.75,726847.06,2.0,0.011,4.67,1.04,19970606
1577,sz002456,欧菲光,元器件,深圳,59.33,81857.5,103061.2,1597157.0,1012073.63,387247.06,296984.28,2.88,0.121,5.96,4.82,20100803
1578,sz002620,瑞和股份,装修装饰,深圳,46.61,9341.05,12000.0,235058.91,168982.52,14806.05,56274.25,4.69,0.205,9.25,4.13,20110929
1579,sz002064,华峰氨纶,化纤,浙江,84.9,151309.42,167680.0,559239.0,208110.81,162271.47,1968.8,0.01,0.014,2.01,2.37,20060823
1580,sz002410,广联达,软件服务,北京,93.23,86614.46,111936.2,299475.88,167326.23,37711.51,46282.09,0.41,0.038,2.49,5.74,20100525
1581,sz000883,湖北能源,火力发电,湖北,19.29,534606.88,650744.94,4018742.0,395812.59,2331691.5,1013025.88,1.56,0.061,3.4,1.39,19980519
1582,sh600270,外运发展,仓储物流,北京,29.15,90548.17,90548.17,830292.69,378949.84,78600.85,53847.19,0.59,0.161,7.98,2.36,20001228
1583,sz000830,鲁西化工,农药化肥,山东,107.83,146397.88,146486.06,2256773.75,378531.72,1459788.88,218398.55,1.49,0.011,5.35,0.87,19980807
1584,sz002443,金洲管道,钢加工,浙江,144.27,50118.51,52053.55,281650.28,157783.77,62873.32,77365.81,1.49,0.024,3.82,3.6,20100706
1585,sh600352,浙江龙盛,染料涂料,浙江,24.21,305993.19,325333.19,3339749.75,2195746.0,494055.75,154465.52,0.47,0.093,4.33,2.09,20030801
1586,sz000809,铁岭新城,区域地产,辽宁,0.0,82479.13,82479.13,671525.25,628545.31,28218.15,3199.37,0.04,0.026,3.91,1.15,19980616
1587,sz002362,汉王科技,电脑设备,北京,403.73,17616.21,21410.27,86516.15,53008.94,19713.67,97909.71,4.57,0.017,3.48,7.68,20100303
1588,sh600269,赣粤高速,路桥,江西,13.88,233540.7,233540.7,3148528.25,395582.94,2389543.0,183825.77,0.79,0.08,5.53,0.8,20000518
1589,sh600998,九州通,医药商业,湖北,51.51,144200.39,164700.94,3676923.5,3124084.75,284259.31,399196.44,2.42,0.086,6.51,2.72,20101102
1590,sz300194,福安药业,化学制药,重庆,62.86,15877.41,34799.69,249740.47,113279.82,70798.11,150141.2,4.31,0.088,7.68,2.87,20110322
1591,sh600060,海信电器,家用电器,山东,10.84,130848.13,130848.13,2050665.25,1806166.75,136199.52,225880.67,1.73,0.407,9.49,1.86,19970422
1592,sh600165,新日恒力,钢加工,宁夏,0.0,68488.38,68488.38,412679.84,141423.98,63862.5,28036.51,0.41,0.029,1.37,9.53,19980529
1593,sh600425,青松建化,水泥,新疆,0.0,137879.02,137879.02,1125491.13,229946.97,598416.81,320171.16,2.32,0.113,3.2,1.36,20030724
1594,sh600757,长江传媒,出版业,湖北,18.93,121349.71,121365.02,1059517.63,836976.44,104340.85,180498.27,1.49,0.114,4.23,2.04,19961003
1595,sz000529,广弘控股,食品,广东,64.6,56719.78,58379.03,152584.45,93355.21,16820.82,57108.05,0.98,0.033,1.98,4.34,19931118
1596,sh600004,白云机场,机场,广东,10.51,115000.0,115000.0,1613577.0,396702.81,730186.19,378533.88,3.29,0.301,8.95,1.41,20030428
1597,sz000801,四川九洲,通信设备,四川,204.76,102280.65,102280.65,505029.66,438371.91,41461.68,80724.6,0.79,0.015,2.19,5.72,19980506
1598,sz000882,华联股份,百货,北京,124.67,188468.69,222608.64,1209022.5,350424.47,6339.6,346308.0,1.56,0.008,2.8,1.48,19980616
1599,sz300132,青松股份,化工原料,福建,197.76,27278.02,38592.0,69139.84,30806.06,24583.48,8241.61,0.21,0.01,1.57,5.25,20101026
1600,sh600008,首创股份,环境保护,北京,50.75,482061.41,482061.41,3650689.25,1363469.25,456707.91,294034.97,0.61,0.02,1.77,2.28,20000427
1601,sh600169,太原重工,工程机械,山西,0.0,242395.5,242395.5,2775639.5,1986984.38,490060.19,122943.21,0.51,0.092,2.15,1.87,19980904
