,code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
641,sh600820,隧道股份,建筑施工,上海,21.6,314409.63,314409.63,6219181.5,3147423.75,230630.2,682870.25,2.17,0.102,5.41,1.63,19940128
642,sz002263,大 东 南,塑料,浙江,0.0,180509.56,187836.02,418824.16,108518.36,135519.56,177882.86,0.95,0.006,1.57,2.82,20080728
643,sh601877,正泰电器,电气设备,浙江,19.77,131944.59,131944.59,1251896.63,909427.81,213750.3,182366.3,1.38,0.246,5.34,3.64,20100121
644,sz002690,美亚光电,专用机械,安徽,112.09,32647.96,67600.0,217357.27,185203.3,22346.68,39673.51,0.59,0.055,2.9,8.53,20120731
645,sh601888,中国国旅,旅游服务,北京,15.83,97623.77,97623.77,1663342.88,1282613.38,154621.02,481146.69,4.93,0.714,12.17,3.71,20091015
646,sh600215,长春经开,园区开发,吉林,0.0,46503.28,46503.28,390627.28,264951.25,4747.47,97851.52,2.1,0.044,5.16,1.38,19990909
647,sz300147,香雪制药,中成药,广东,79.27,66021.42,66147.63,469313.5,188363.19,146510.22,213441.77,3.23,0.048,5.2,2.91,20101215
648,sh600086,东方金钰,服饰,湖北,31.41,105684.5,135000.0,965424.13,880256.19,20491.75,63123.63,0.47,0.085,2.12,5.03,19970606
649,sz002282,博深工具,轻工机械,河北,294.18,18497.63,33813.0,103675.96,57522.95,24476.99,30876.9,0.91,0.011,2.33,5.79,20090821
650,sz000683,远兴能源,化工原料,内蒙,63.63,209275.81,291400.53,1984494.75,439512.81,980011.13,142011.8,0.49,0.011,2.09,1.3,19970131
651,sh603520,司太立,化学制药,浙江,70.19,3000.0,12000.0,187976.3,86164.0,54307.6,45597.76,3.8,0.28,6.63,8.89,20160309
652,sz000630,铜陵有色,铜,安徽,0.0,956045.19,956064.38,4337390.5,2162184.75,1562288.63,72429.96,0.08,0.009,1.44,1.89,19961120
653,sh600502,安徽水利,建筑施工,安徽,44.48,90424.71,90424.71,1338666.75,1110003.88,156026.22,58931.17,0.65,0.051,2.94,3.08,20030415
654,sh600117,西宁特钢,特种钢,青海,0.0,74121.92,74121.92,2492112.5,573700.31,987285.69,39989.48,0.54,0.344,1.1,4.94,19971015
655,sz002653,海思科,化学制药,西藏,105.18,37512.64,108027.0,294955.13,109689.27,48368.1,2792.73,0.03,0.039,1.95,8.39,20120117
656,sh600867,通化东宝,生物制药,吉林,44.25,135791.53,136299.73,394258.34,167626.05,110266.05,20822.68,0.15,0.119,1.92,10.91,19940824
657,sh600138,中青旅,旅游服务,北京,45.96,70271.82,72384.0,945540.19,350140.47,257651.8,172569.25,2.38,0.109,6.54,3.07,19971203
658,sz002797,第一创业,证券,深圳,226.26,21900.0,218900.0,3243379.5,0.0,14014.4,187296.95,0.86,0.046,3.16,13.08,20160511
659,sh600566,济川药业,中成药,湖北,25.76,17063.03,80962.39,393710.72,201570.75,87835.75,98768.36,1.22,0.258,3.68,7.23,20010822
660,sz002262,恩华药业,化学制药,江苏,45.33,52488.71,63071.69,268396.41,180710.17,25231.75,53473.4,0.85,0.111,2.99,6.76,20080723
661,sz002739,万达院线,影视音像,北京,48.65,40600.0,117429.5,1566050.63,438267.91,159906.02,459088.41,3.91,0.395,8.24,9.32,20150122
662,sz002433,太安堂,中成药,广东,51.68,67497.39,77106.46,637404.56,434653.09,76297.13,295931.63,3.84,0.05,5.78,1.77,20100618
663,sz300502,新易盛,通信设备,四川,118.24,1940.0,7760.0,107420.51,90241.63,14055.97,45654.96,5.88,0.37,11.75,11.14,20160303
664,sh600967,北方创业,运输设备,内蒙,0.0,82282.79,82282.79,315795.53,207369.59,51405.17,71455.93,0.87,0.057,2.69,4.17,20040518
665,sz300254,仟源医药,化学制药,山西,165.79,10287.46,17359.0,134293.75,48896.5,27066.25,47697.53,2.75,0.038,4.57,5.55,20110819
666,sh600701,*ST工新,综合类,黑龙江,1246.07,49878.19,49878.19,307406.63,19868.31,103020.59,10693.28,0.21,0.003,1.78,7.9,19960528
667,sz300004,南风股份,电气设备,广东,150.41,32933.58,50921.89,364778.44,126914.42,73064.97,214456.84,4.21,0.033,5.98,3.3,20091030
668,sz000723,美锦能源,焦炭加工,山西,0.0,19486.13,228107.34,1423609.63,571141.44,689599.44,359014.09,1.57,0.023,2.72,4.88,19970515
669,sh600267,海正药业,化学制药,浙江,492.5,96553.18,96553.18,2047898.38,795833.19,572745.94,364976.28,3.78,0.006,7.17,1.73,20000725
670,sz002215,诺 普 信,农药化肥,深圳,22.46,69321.42,92443.5,355533.25,193198.47,24038.32,16107.9,0.17,0.117,2.03,5.18,20080218
671,sh600704,物产中大,商贸代理,浙江,24.53,89179.7,287112.16,7585769.5,5616618.0,467760.19,616279.56,2.15,0.098,6.63,1.45,19960606
672,sh600733,S前锋,区域地产,四川,0.0,7560.0,19758.59,42953.8,33582.89,1581.35,7322.18,0.37,0.011,1.09,37.95,19960816
673,sh601100,恒立液压,工程机械,江苏,493.08,24727.5,63000.0,489086.59,210834.2,161227.27,208606.77,3.31,0.006,5.51,2.28,20111028
674,sh601169,北京银行,银行,北京,6.4,1267223.0,1267223.0,190505600.0,0.0,737900.0,2612800.0,2.06,0.416,9.61,1.11,20070919
675,sh600175,美都能源,综合类,浙江,0.0,144803.31,357648.88,1474448.75,662341.5,18000.74,140732.16,0.39,0.026,1.81,2.68,19990408
676,sz002255,海陆重工,专用机械,江苏,97.68,40679.42,62063.44,356160.56,207316.77,59852.44,87373.97,1.41,0.022,3.66,2.4,20080625
677,sz002481,双塔食品,食品,山东,48.42,125800.65,126339.0,455611.81,261899.8,98065.65,61699.26,0.49,0.041,2.07,3.79,20100921
678,sh600499,科达洁能,专用机械,广东,21.8,68873.67,70573.21,821677.56,464723.91,188969.3,121861.7,1.73,0.192,6.03,2.78,20021010
679,sh600861,北京城乡,百货,北京,38.58,31680.49,31680.49,438047.41,205572.36,193140.0,85674.63,2.7,0.089,7.39,1.87,19940520
